	customer_id	helpful_votes	marketplace	product_category	product_id	product_parent	product_title	review_body	review_date	review_headline	review_id	star_rating	total_votes	verified_purchase	vine
11	19787539.0	0.0	US	Apparel	B01B3Q4Q0O	134506082.0	Bali Passion For Comfort Minimizer Underwire Bra	cup size is just right.  Seems to be a little tight around.  Might just be because it is new.	2013-09-06	Five Stars	R3NU4WUR5ZNV1V	5.0	0.0	Y	N
12	44196725.0	0.0	US	Apparel	B01ADDSL9U	747539045.0	Lilyette Women's Enchantment Three-Section Unlined Minimizer Underwire Bra	Perfect...	2014-11-17	Five Stars	R32EPCJ3XF8LGE	5.0	0.0	Y	N
13	45510794.0	0.0	US	Apparel	B019P1X5XI	696379847.0	Vanity Fair Women's Perfectly Yours Ravissant Tailored Brief Panty	best  ever4 for men&woman too size for men 42-44-8, 40-42 ,7  38-40 ,6  this for guy waist size hold man place nylon 100% best ever over 30yrs love sleep more black gym , slakes, blue jeans  chnage clothes at gym they all ask what kind underwears those, reply hey&#62;&#62; get your own pair! by vanity fair!	2013-05-12	best ever4 for men&woman too size for men 42-44-8	R1XIBC6WQBW31M	5.0	0.0	Y	N
14	42025740.0	0.0	US	Apparel	B019MDXIXG	387286513.0	Warner's Women's No Wedgies No Worries Modern Brief Panty	Great fit.	2014-02-14	Five Stars	R1P11MVDZ65LMH	5.0	0.0	Y	N
15	27097189.0	0.0	US	Apparel	B019438FEG	764190574.0	Columbia Women's Benton Springs Full-Zip Fleece Jacket	I have this Columbia in 5 colors and wear them all the time	2014-10-20	Five Stars	R1OJA3DJL0VDDK	5.0	0.0	Y	N
16	13808904.0	0.0	US	Apparel	B0178HGNIA	816266887.0	Robes King RK Classical Sleepwear Mens Broadcloth Woven Pajama Set	My husband found these so comfy that this is our second order.	2015-07-05	Four Stars	R1THWA5YRJLOOF	4.0	0.0	Y	N
17	30225894.0	6.0	US	Apparel	B016VIU0QI	323924698.0	VIV Collection Best Selling Printed Brushed Leggings Plus Size (L - XXL) Listing 1	Awesome leggings!! I am 5'4, 215lbs and a huge chunk of my weight is in my thighs and butt. Not exaggerating - 30 inch thighs, 52 inch butt, 37 inch waist. These leggings are buttery soft and NOT see through at all, even in sunlight! Now I purchased the 'glyph idc' black and white color so that is the one I am speaking for. I'm very impressed & ordering more ASAP.	2015-07-29	Awesome leggings!	R738LCNRSJVXP	5.0	7.0	Y	N
18	45223824.0	0.0	US	Apparel	B016PUU3VO	893588059.0	Fruit of the Loom Boys' A-Shirt (Pack of 4)	I ordered the same size as I ordered last time, and these shirts were much larger than the previous order. They were also about 6 inches longer. It was like they sent men's shirts instead of boys' shirts. I'll be returning these...	2015-01-01	Sizes not correct, too big overall and WAY too long	R1N3Z13931J3O9	2.0	0.0	Y	N
19	22300783.0	0.0	US	Apparel	B016AQNDM4	917361125.0	Jockey Scrubs Womens Maximum Comfort Pant	not exact in sizing	2015-02-12	One Star	R1LBNTP7E8N89Z	1.0	0.0	Y	N
20	27454671.0	0.0	US	Apparel	B01694YS8K	708072532.0	Angelina Womens Cozy Pajama Set	Love these pajamas.  Be prepared to be very warm.  These are definitely meant for cold winter weather; besides that they are beautiful!	2014-11-20	Warm Pajamas	R2HF25IURR6YT4	5.0	0.0	Y	N
21	47056516.0	0.0	US	Apparel	B015YCHLHS	284941731.0	Wacoal Women's B Smooth Hi-Cut Brief Panty, High/Rise, 2X-Large	Like the way they fit and feel during the day. Just wish they weren't so expensive.	2015-08-17	Three Stars	R3LDM9VXY9P0YF	3.0	0.0	Y	N
22	13199215.0	0.0	US	Apparel	B015OHQNL8	922970168.0	Glamorise Women's #1006 Full-Figure Sports Bra	pretty color-these Glamorise bras are amazing-they hold you all day long and the only complaint I can think of is how the bottom band rolls up when you sit down--but this is a universal bra issue, I think.	2012-06-12	pretty color-these Glamorise bras are amazing-they hold you all day ...	RC5YEJZ25CHQP	5.0	0.0	Y	N
23	13419529.0	0.0	US	Apparel	B0151Z12GO	734090834.0	Levi's Men's 501 Original-Fit Jean	Excellent one from Levi's	2008-12-06	Summer jeans	R2Q9269XM2HQ0S	5.0	0.0	Y	N
24	38675394.0	0.0	US	Apparel	B014WCV7JY	822102569.0	Jerzees Men's Super Sweats Crew Neck Sweatshirt	Love this sweat shirt	2015-02-07	Five Stars	R1SOGXVSM19FHD	5.0	0.0	Y	N
25	30740886.0	0.0	US	Apparel	B014WBIGKI	539149357.0	Gildan Men's Heavy Blend Crewneck Sweatshirt - Large - White	The neck on this is a bit saggy, but is a nice sweatshirt.	2014-03-02	but is a nice sweatshirt.	R2Y9D90DJYIPF3	4.0	0.0	Y	N
26	2457386.0	0.0	US	Apparel	B014PKNCGE	53890656.0	New Womens Long Sleeve Blouse Tops Round Neck Plaid Checked Loose Shirt	Colors are great and fits as expected.	2015-08-31	quick arrival	RKZA73V49HLSF	4.0	0.0	Y	N
27	22116819.0	0.0	US	Apparel	B014MSSP66	494754914.0	SEOBEAN Mens Low Rise Sexy Sport Swimwear Trunk Boxer Brief Bikini Swimsuit	Thank you very much, it's very beautiful	2014-08-22	Five Stars	R3R04PVN99PTJX	5.0	0.0	Y	N
28	47482829.0	0.0	US	Apparel	B014M5N1WW	155078450.0	Flowy Womens Mommy Strong Sexy Racerback Gym Tank Top Funny Threadz Shirt	This is the second tank I have ordered, I wear both of them often. They wash well and I receive many compliments on them!	2015-08-30	Arrived quickly and looks just as image. Very comfortable!	R2Q9IFUWBLQSJP	5.0	0.0	N	N
29	48401445.0	3.0	US	Apparel	B014LL6750	949354237.0	The North Face Women's ThermoBall Hybrid Hoodie - Magic Magenta	I did not buy this jacket from Amazon. But it is simply the worst jacket I have ever bought. I bought this jacket for my teenage daughter in the same color as above. It is NOT that color in person. And even worse it is not thick and fluffy like it looks. It is literally so thin it was mailed from REI in a mailer the size of a manila envelope. I thought there must be some mistake...... Unfortunately it was no mistake.<br />I really wanted to buy my daughter a nice jacket , one that would last several years. I saved up my money thinking The North Face had a good reputation . How embarrassing to talk up this product and then see the great unveiling of this thin uninsulated little cinch sak.<br />Save your time and  money buying and returning it and see it in person if you are determined to buy this style and brand. Your wallet will thank you.	2015-08-28	Expensive Cinch Sak	R23AXPXH0CUCTZ	1.0	5.0	N	N
30	4105777.0	0.0	US	Apparel	B014L79H8I	37617786.0	K Sera Sera Men's Tie Neckties Set for Gift Cufflinks+clips+handkerchief	Keep in mind I have never seen the product. I ordered it for my dad as a his birthday gift. He called me to say thank you and just how much he loves the color as he will be able to mix it for a few suites to make a statement. Then he called again to tell me he really like the set. He though it was more of modern feel and look. He almost make me feel like this is the only gift I've gotten him that he actually likes! Either way, this was a great gift for him.	2015-08-30	Great Gift	R19P7NIJR1GSZ7	5.0	0.0	Y	N
31	502031.0	3.0	US	Apparel	B014K9ETKS	293334.0	COCOLEGGINGS Womens Fold Over Waist Wide Leg Printed Bell Bottom Pants	Great fit & love the print. Will probably order again.	2015-08-28	Five Stars	R3DYA1XAAIV459	5.0	4.0	N	N
32	44617615.0	0.0	US	Apparel	B014K3PHXW	514397142.0	Sentimental NY Womens Clubwear Mini Lace Dress W/ 2-Way Zipper Back	awesome fit, hot style, i love it	2015-08-29	Five Stars	R258PQJQHKJ910	5.0	0.0	N	N
33	46404187.0	0.0	US	Apparel	B014K01GSU	301541894.0	RFID Blocking Stylish Genuine Leather Wallet for Men - Excellent as Travel Bifold	I received the RFID Blocking Leather Wallet. The first thing I noticed is the pebbled texture and it's very soft. I love the flip out window which makes showing your identification quick and convenient...don't have to worry about leaving your id behind! Also, the navy blue stripe patterns inside the billfold section is a nice touch. There are 8 credit card slots to pack your plastic! It's a slim design, nothing bulky here. Of course, the RFID protection built into the wallet is the best feature. Nice not to worry about scanning devices or wireless identity theft.	2015-08-28	Excellent RFID Wallet	R1POAYIMUU9RC0	5.0	0.0	N	N
34	10927125.0	1.0	US	Apparel	B014K01GSU	301541894.0	RFID Blocking Stylish Genuine Leather Wallet for Men - Excellent as Travel Bifold	I love this wallet. The first thing I noticed is how soft and flexible it is. Most wallets tend to be a bit stiff, even when they are completely empty. This one is flexible enough that it is more comfortable to keep in my pocket than most wallets. The leather itself is soft and has a pebbled texture to it.<br /><br />The wallet is also nice to look at. The lining inside is black and white striped, which I thought was a bit interesting, but it grew on me pretty quickly. The edges of the wallet aren't at all rough and the seams are all well done.<br /><br />This wallet has plenty of room to hold everything I need to put in it. I also really like having two spots for for cash or papers in the back. I like being able to keep my cash separate from anything else and that isn't possible with some wallets. The RFID blocking is a great additional feature that I really appreciate.<br /><br />I love this wallet for myself, but it is also a great wallet for gifting.<br /><br />I received this item at a discount in exchange for my honest review.	2015-08-30	Roomy and soft to the touch	R3J8AIC44NREJW	5.0	1.0	N	N
35	4068446.0	0.0	US	Apparel	B014JZXVX4	494408196.0	KUFF Push-up/Regular Silicone Bra (Detachable straps included)	I'm a size 34B and size B fit perfectly. It is very comfortable and feels like I am wearing practically nothing. I wore it with my club dress and I forgot I was even wearing a bra. These give my tatas enough cleavage. Also it is simple to clean after you have worn it. I will probably buy more for the future!!!	2015-08-31	Loves it!!!!	R3B99CZZ77TFVB	5.0	0.0	N	N
36	11758828.0	0.0	US	Apparel	B014JX6JZS	683231698.0	Abercrombie & Fitch Women Front Graphic Tee (Large, Dark Grey Heather)	it's fine.	2015-08-30	Five Stars	R38EXDB8DZFLPA	5.0	0.0	N	N
37	41577207.0	0.0	US	Apparel	B014JSF058	973678451.0	Norfolk Branded Men's Cushioned Running / Jogging Ankle Sports Socks - Owens	Super nice comfortable socks..I got all the colors and loved it...<br />Thanks for the great service.	2015-08-29	Really Nice Socks,Good Quality	R1S1Z89GVTC5D1	5.0	0.0	N	N
38	46726859.0	0.0	US	Apparel	B014JQAJ56	760484384.0	Women's Long Sleeve Chiffon A-line Lace Stitching Trim Mini Dress	Cute dress,  Please be advised that this cute dress runs very, very small in size. You would definitely need to order a couple sizes or even three sizes larger than normal.  I'm 5 &#34;3&#34; it is much shorter than I expected. Also very SHEER you would Definitely  have to wear a slip with it.  This would definitely be a cute dress to wear if I could have fit it.	2015-08-27	Cute dress, Please be advised that this cute dress ...	RZVLATXYPFM29	2.0	0.0	N	N
39	47482829.0	0.0	US	Apparel	B014J9RULY	956237633.0	Trendy Suck It Up Buttercup Womens Burnout Tank Top	Love this tank, fits about 1/2 size smaller so I suggest ordering up a size. Other than that it's a great quality tank top!	2015-08-30	Nice solid fit! Great for running and my yoga and Pilates classes.	R3PPCD5K9IP3ZW	5.0	0.0	N	N
40	935737.0	0.0	US	Apparel	B014IZE8BO	494413845.0	Match Men's Athletic Fit Straight Leg Casual Pants	The pants were great! Just one thing...it wasn't the right color. Apparently grey means khaki but that's none of my business...<br />In all seriousness the fit was great but I would have loved to have gotten the right color.	2015-08-28	The pants were great! Just one thing	R2YUKEUAXHYFLP	2.0	0.0	N	N
41	5836158.0	0.0	US	Apparel	B014IHNRVO	640906379.0	Pink Queen&reg; Womens Sleeveless Bodycon Bandage Knee Length Midi Dress	Dress looks great on. The wrap in front hides any tummy bulge so I can eat and not have to suck my stomach in or wear a girdle. Wish it came in more colors.	2015-08-28	Dress looks great on.	R3MZHC1QPJJFBD	5.0	0.0	N	N
42	13414752.0	1.0	US	Apparel	B014I5VF6U	38254504.0	Darth Vader T-shirt Pull My Finger and You Will Know the Power of the Dark Side T-Shirt (S-5X)	High quality T shirt, quick shipping.	2015-08-29	Five Stars	ROF5PF9IKYOHJ	5.0	1.0	N	N
43	3348867.0	1.0	US	Apparel	B014HFZBNE	490954370.0	Womens Summer Open Shoulder Chiffon Shift Dress	This product is a piece of s***. It doesn't look anything at all like the picture. Don't waste your money on something that you will end up regretting and then having to return. This company is horse s***.	2015-08-30	DISAPPOINTED	R1POXQDVEQ2KF2	1.0	1.0	Y	N
44	17276940.0	0.0	US	Apparel	B014G24NS2	478159192.0	Big Texas Flag - Distressed - Toddler Little Boy Hoodie Sweatshirt	ITS THE PUERTO RICAN FLAG.	2015-08-27	WRONG PLACE	RAMFU8B8PE62H	1.0	0.0	N	N
45	106843.0	0.0	US	Apparel	B014FD18OY	824673024.0	SweetBridal Sweetheart Sleeveless Halter Evening Dress	Amazing The quality is good.Product arrived on time and as described. Will buy again from seller.	2015-08-31	The quality is good	R3CUDUUZ4YA0HU	5.0	0.0	Y	N
46	12370186.0	0.0	US	Apparel	B014FB5RLG	214930574.0	KRISP Women's Short Sleeve Pleated Front V-Neck Blouse Top Banded Hemline	The shirt arrived fine, but as soon as I opened it I could tell that it would be more of a dress for me than a shirt(I am 5'3&#34;)It hits about mid thigh on me. The shirt itself is large but I will not fault that on the seller since I ordered a little on the large size but it was a lot larger than I expected. Everything else is great though, I love the feel of the shirt, it is very soft. I wanted a different color than black, but that just gives me an excuse to get another shirt.	2015-08-28	The shirt arrived fine, but as soon as I opened it I ...	R28U48QZH10S4T	5.0	0.0	Y	N
47	10012042.0	2.0	US	Apparel	B014EQRMVK	190205978.0	ANGVNS Women's Short Sleeve Off Shoulder White Cotton Top T-shirt Blouse	Love love love this shirt 😀  fits good and comfy .	2015-08-27	Five Stars	R1H977N2YSYWU5	5.0	3.0	N	N
48	6291789.0	1.0	US	Apparel	B014EPQ1WW	750793205.0	Amdirect 5 Drawer Jewelry &amp; Cosmetic Storage Organizer, Clear	Thanks for my clear jewelry drawer I am loving this item	2015-08-28	Reasonable prices	R33HFP9HM76ARW	5.0	2.0	N	N
49	5836158.0	1.0	US	Apparel	B014EP20NG	977237860.0	Pink Queen&reg; Womens Fold Over Waist Loose Wide Leg Pants Palazzo Pants	So comfy! I usually just wear them around the house as I don't think I can pull them off, but they are long enough for me (which is awesome) and SO soft, flowy, and comfy! I'd buy more in different colors if I thought I could pull them off outside of the house.	2015-08-25	So comfy! I usually just wear them around the ...	RIIIRR460TAO4	5.0	1.0	N	N
50	5836158.0	3.0	US	Apparel	B014EOWF0U	32244119.0	Pink Queen&reg; Womens High Waisted Loose Wide Leg Pants Palazzo Pants	Very cute, stretchy. I got the patten shown as the default and have worn them out numerous times. Super comfortable and very cute.  The stretchy fold-over waist allows for adjustments in length, and they fit well on my hips..	2015-08-25	Super comfortable and very cute	RH2ZBOTD7SZ56	5.0	3.0	N	N
51	45912412.0	0.0	US	Apparel	B014EF092U	350938099.0	Waboats Summer Women Cusual Loose Round Neck Cotton & Linen Dress Beige	it's not a dress but a top. cheap fabric, not linen. nothing that you see on the photo	2015-08-30	One Star	R2DA2FNFF8WW89	1.0	0.0	Y	N
52	26780399.0	3.0	US	Apparel	B014EDMV32	978395892.0	Simply Southern Tees Long Sleeve Preppy Lobsters Bubblegum	It's a perfect fit and is very comfortable, the item was shipped fast, and I love it!	2015-08-31	Love it!	RKM19EKA7C0UF	5.0	3.0	Y	N
53	643748.0	0.0	US	Apparel	B014E1C364	859453365.0	Deluxe Batman Gloves Costume Accessory	it has great detail and cheap.	2015-08-30	Five Stars	RQSHE1DG4CGSV	5.0	0.0	N	N
54	13248167.0	0.0	US	Apparel	B014DXNFOM	938530671.0	QueenFee Women's O-neck Boho Long Maxi Dress Blue, Small	The dress is cute but the top runs small and the bottom is very long...I'm going to cut off the top and make it into a skirt	2015-08-27	The dress is cute but the top runs small and ...	R1YVUBH1ZKI0G1	2.0	0.0	Y	N
55	2476688.0	0.0	US	Apparel	B014DJM1HI	908271207.0	Blair Women's Ruffled Henley Top	I purchased this in Winter White, and I like it. I like the Henley style neckline. Comfy and cute. Never go wrong with Blair clothing.	2015-08-25	Cute Henley shirt	R118S1ZIB2M80R	5.0	0.0	N	N
56	47068470.0	0.0	US	Apparel	B014CZFIFK	538001774.0	ANGVNS Ladies Women Sexy Floor Length Strapless Long Dress for Party	GREAT FIT FOR CURVY BUILD.  VERY SEXY AND QUALITY FABRIC.  LOVE IT!	2015-08-27	GREAT FOR CURVY BODY	R2KYHGV3VNJ2KX	5.0	0.0	N	N
57	21627160.0	1.0	US	Apparel	B014CZFI6E	339409404.0	Amdirect 100W Manicure Pedicure Paraffin Warmer Waxing 400ml 220V Wax Heater Salon Spa	Excellent warmer. The heat settings are great and the size of this warmer is perfect and portable. I'm very happy with it.	2015-08-28	Excellent warmer. The heat settings are great and the ...	RDC0XHAGALX6Q	5.0	1.0	N	N
58	21627160.0	0.0	US	Apparel	B014CXGKEK	505368575.0	Amdirect Musical Instrument Classic Acoustic Beginners Children's 6 String Toy Guitar	My son wanted to learn how to play so we got this for him. He is learning and he loves this guitar. Its light enough from.him and as far as I can tell seems to produce a good sound.	2015-08-28	him and as far as I can tell seems to produce a good sound.	R802AZEYN06V	5.0	0.0	N	N
59	22759539.0	0.0	US	Apparel	B014CRV0R8	697044626.0	AHOO Women's T Shirt Eastern Washington University 32 DeepHeather	Eastern Washington University's mascot is the Eagle not the Bulldog.  Whoops!	2015-08-24	One Star	R29NCKCU420Z13	1.0	0.0	N	N
60	116651.0	0.0	US	Apparel	B014CRMLQC	479117835.0	Yazubi Men's Chino Pants Kyle Slim-Tapered Casual Pants	the best	2015-08-31	Five Stars	RZ5GGNDPWNSZZ	5.0	1.0	Y	N
61	8335717.0	0.0	US	Apparel	B014CO873Q	339482332.0	Amdirect Nail Polish Display Black Wire Metal Organizer Wall Rack 120 Bottle	Very beautiful organizer! I have fixed it on the wall in my bathroom and it looks so good! I put my nail polish and different body lotions and hair products in it. There is mandy room for different things in it. The shipping was very fast. i love it!	2015-08-28	So satisfied!	R393QI0QJEUJPJ	5.0	0.0	N	N
62	39267483.0	0.0	US	Apparel	B014CHU15K	152638152.0	"Baffle ""Birth: Nailed It"" Blue Text, White Onesie"	love this clever design!	2015-08-25	Five Stars	RVQKRNASKTY8W	5.0	0.0	N	N
63	13319026.0	0.0	US	Apparel	B014BYNZQQ	721284436.0	Denim Shampoo - The Original Denim Wash	Love this denim wash! I’ve been using it for the past year and my jeans still look new. No longer have issues with fading like with normal detergents. A little goes a long way too, this stuff lasted me nearly a year.	2015-08-30	Love this denim wash	RH37OZTWNZXRJ	5.0	0.0	N	N
64	18154656.0	0.0	US	Apparel	B014BP7JB2	206912788.0	Oops Outlet Women's Strappy Cami Cut Off Shoulder Flared Swing Midi Skater Dress	Very cheap material and does not fit properly. Extremely see through. Not worth the price	2015-08-23	Material thin and see through	RGJ7B8QLRQR1T	1.0	0.0	N	N
65	48941725.0	0.0	US	Apparel	B014BJK7F8	837109726.0	HBO'S Game of Thrones Men's Targaryen Sigil T-Shirt	That's not the right house, that picture is the kraken of house greyjoy.	2015-08-25	Two Stars	R24EP4NYPLQW72	2.0	0.0	N	N
66	7630459.0	7.0	US	Apparel	B014BEL68A	851833120.0	Soft Long Sleeve Polo Mock Turtleneck T-Shirt Stretch Top XS-L	Super soft and stretchy...great for fall and winter!! Thank you:)	2015-08-29	Great staple for fall and winter!	R1JQ6TG1FDF79Z	5.0	7.0	Y	N
67	11856874.0	1.0	US	Apparel	B014ATN0BW	310074967.0	Women's Long Sleeve Chiffon A-line Lace Stitching Trim Mini Dress	Absolutely LOVE this dress!!! Perfect!! I bought a size larger knowing from other reviews it ran small. I'm normally a medium and bought a large and it fit perfect!!! Can not say enough about it!	2015-08-24	Absolutely LOVE this dress	R2G2Y4FMY24134	4.0	1.0	Y	N
68	859504.0	0.0	US	Apparel	B014AFVAMM	183609259.0	Womens Maxi Boho Summer Long Skirt Evening Cocktail Party Dress	no like picture , looks cheap	2015-08-22	Two Stars	R2WU45JG1MB7RP	2.0	0.0	Y	N
69	243037.0	4.0	US	Apparel	B014ABZSLA	110337434.0	Women's Vintage Boat Neck Audrey Hepburn Sleeve 1950s Rockabilly Cocktail Party Dress	Comfortable wearing.Cheap price, but nice fabric.	2015-08-29	Comfortable wearing,	REBZHFU331K2L	5.0	4.0	Y	N
70	20883673.0	1.0	US	Apparel	B0149XV0QG	902166264.0	Amdirect Professional 252 Colors Ultimate Eyeshadow Palette Cosmetic Makeup Kit Box	Here is my wife's review of this product:<br /> I got this off amazon a little skeptical but hopeful. I buy A LOT of makeup and eyeshadow tends to be my weaknes. I  wanted a large range of colors and was hoping these would be really pigmented. I am not disappointed. These shadows are beautiful.  They are really easy to blend and they are super vibrant. I like these just as much as some of my super high end brands.	2015-08-25	I am not disappointed. These shadows are beautiful	R2MEW40TDYP17J	5.0	1.0	N	N
71	19842932.0	0.0	US	Apparel	B0149DYWIY	400638724.0	Women Pleated Skirts under $20 for all Occasion	The quality seems pretty good but I can't wear it! I usually wear a L (or size 10) and the XL is way too small for me!<br /><br />I received this item at a discounted price in exchange for my honest and unbiased review.	2015-08-31	The quality seems pretty good but I can't wear it	R2GFT0TBSAJ3EC	2.0	0.0	N	N
72	11003977.0	0.0	US	Apparel	B0149DYA4K	400638724.0	Women Pleated Skirts under $20 for all Occasion	Runs very small. Need a tiny waist to wear it. Style is adorable, buttons down the front, fully lined. I ordered a large per the size chart, I normally wear an 8. About 4 inches small In the waist. Orange and off white colors are very pretty. Style, cut, and length are great. Sizing is way off.<br />I received his product at a discount in exchange for my unbiased review. Opinions are my own.<br />I alSo ordered the cotton Heather grey skirt in XL, I normally wear an 8. The XL is perfect. The back zipper works well. The thick waist and and pleats, make it fit well and look cute. Two pockets, falls above the knee. Very cute and comfortable.	2015-08-28	Must have a tiny waist to wear this	R1UNY3PG1JPU4Q	4.0	0.0	N	N
73	38786113.0	2.0	US	Apparel	B0149DK9BS	21999892.0	Women Pencil Skirts under $20 for all Occasion	I sadly didn't get to wear it - it was too small. Too big up top from the straps - too small at the butt. It sucks. I really wanted to try this - but from the feel of fabric it felt like it was made correctly and not cheaply.<br /><br />bought this at discount for my honest review	2015-08-30	too small...	R2SFUA5H8ILNJ9	3.0	3.0	N	N
